Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,비타민C,칼슘,마그네슘,비타민D,아연,프로바이오틱스,밀크씨슬,오메가3,멀티비타민,차전자피 식이섬유,철분,엽산,가르시니아,콜라겐,셀레늄,루테인,비타민A
4,4,4,4,2,5,3,3,2,3,0.625,0.75,0.75,0.5833333,0.25,0.75,0.625,0.5625,0.5,0.75,0.625,0.5,0.0,0.875,0.5,0.5,0.75
3,1,4,4,1,1,1,4,4,3,0.25,0.0,0.41666666,0.25,0.0,0.75,0.625,0.5,0.6666667,0.75,0.625,0.75,0.0,0.0,0.3125,0.25,0.0
5,5,1,5,5,2,2,1,4,4,0.75,1.0,0.6666667,0.6666667,1.0,0.5,0.875,0.5,0.5833333,1.0,0.5,0.0,0.0,0.625,0.6875,0.5,0.25
3,1,1,1,1,2,4,4,4,4,0.375,0.0,0.16666667,0.0,0.0,0.0,0.375,0.5,0.6666667,0.0,0.625,0.75,0.0,0.125,0.4375,0.75,0.5
5,3,3,4,3,5,2,4,2,2,0.6875,0.5,0.6666667,0.5,0.5,0.625,0.5,0.5,0.6666667,0.75,0.875,0.75,0.0,0.75,0.5,0.25,0.625
4,1,3,2,5,4,3,1,2,4,0.8125,0.0,0.41666666,0.5,1.0,0.375,0.5,0.5,0.33333334,0.25,0.375,0.0,0.0,0.375,0.6875,0.625,0.625
1,5,5,5,3,3,4,5,4,5,0.5,1.0,0.6666667,0.8333333,0.5,1.0,1.0,0.625,0.5833333,1.0,0.5,1.0,0.0,0.75,0.6875,0.875,0.625
3,5,3,3,4,2,4,2,1,5,0.625,1.0,0.6666667,0.75,0.75,0.5,0.75,0.4375,0.25,0.5,0.375,0.25,0.0,0.625,0.5,0.875,0.5
1,5,3,1,5,4,1,1,5,4,0.625,1.0,0.5,0.8333333,1.0,0.25,0.375,0.375,0.33333334,0.0,0.0,0.0,0.0,0.875,0.875,0.375,0.375
3,4,5,4,2,5,2,1,1,3,0.5625,0.75,0.75,0.6666667,0.25,0.875,0.625,0.4375,0.16666667,0.75,0.25,0.0,0.0,0.875,0.4375,0.375,0.625
5,2,5,3,3,5,2,3,3,1,0.625,0.25,0.75,0.5833333,0.5,0.75,0.25,0.6875,0.6666667,0.5,0.75,0.5,0.0,0.625,0.5,0.125,0.625
5,5,4,3,3,4,2,4,5,2,0.625,1.0,0.9166667,0.75,0.5,0.625,0.375,0.75,0.9166667,0.5,0.875,0.75,0.0,0.875,0.625,0.25,0.5
4,4,3,3,1,1,5,1,5,4,0.375,0.75,0.6666667,0.41666666,0.0,0.5,0.625,0.8125,0.5833333,0.5,0.375,0.0,0.0,0.375,0.4375,0.875,0.5
1,4,1,4,3,1,3,5,1,4,0.3125,0.75,0.25,0.41666666,0.5,0.375,0.75,0.125,0.33333334,0.75,0.5,1.0,0.0,0.375,0.3125,0.625,0.25
3,3,4,5,2,1,5,2,3,2,0.25,0.5,0.5833333,0.5,0.25,0.875,0.625,0.6875,0.41666666,1.0,0.375,0.25,0.0,0.25,0.25,0.625,0.5
5,3,1,4,5,2,4,5,4,2,0.625,0.5,0.5,0.5,1.0,0.375,0.5,0.625,0.9166667,0.75,1.0,1.0,0.0,0.375,0.5625,0.5,0.5
3,3,1,4,2,1,5,1,1,3,0.3125,0.5,0.33333334,0.25,0.25,0.375,0.625,0.375,0.16666667,0.75,0.25,0.0,0.0,0.25,0.1875,0.75,0.5
3,1,3,2,4,2,5,4,4,4,0.5625,0.0,0.33333334,0.41666666,0.75,0.375,0.5,0.6875,0.6666667,0.25,0.625,0.75,0.0,0.125,0.625,0.875,0.625
3,2,2,5,4,1,2,4,1,1,0.3125,0.25,0.33333334,0.41666666,0.75,0.625,0.5,0.25,0.41666666,1.0,0.625,0.75,0.0,0.125,0.1875,0.125,0.125
3,4,2,4,1,4,3,4,3,4,0.5,0.75,0.5,0.33333334,0.0,0.5,0.75,0.4375,0.5833333,0.75,0.625,0.75,0.0,0.75,0.5,0.625,0.625
2,1,5,3,2,3,5,5,3,3,0.375,0.0,0.41666666,0.41666666,0.25,0.75,0.5,0.6875,0.5833333,0.5,0.625,1.0,0.0,0.25,0.4375,0.75,0.75
4,3,2,4,5,3,5,2,2,4,0.75,0.5,0.5,0.5833333,1.0,0.5,0.75,0.5625,0.41666666,0.75,0.5,0.25,0.0,0.5,0.625,0.875,0.75
5,2,2,4,1,5,4,2,2,1,0.5,0.25,0.5,0.16666667,0.0,0.5,0.375,0.5625,0.5,0.75,0.625,0.25,0.0,0.625,0.3125,0.375,0.875
2,5,4,5,4,5,1,2,3,5,0.75,1.0,0.6666667,0.8333333,0.75,0.875,1.0,0.375,0.33333334,1.0,0.25,0.25,0.0,1.0,0.8125,0.5,0.5
1,3,2,3,2,4,5,4,2,1,0.25,0.5,0.25,0.33333334,0.25,0.375,0.25,0.375,0.33333334,0.5,0.375,0.75,0.0,0.625,0.3125,0.5,0.875
4,4,1,4,4,1,3,4,3,5,0.625,0.75,0.5,0.5,0.75,0.375,0.875,0.4375,0.6666667,0.75,0.75,0.75,0.0,0.375,0.5625,0.75,0.25
5,4,2,2,1,4,2,3,4,4,0.625,0.75,0.6666667,0.33333334,0.0,0.25,0.5,0.5625,0.75,0.25,0.75,0.5,0.0,0.75,0.5625,0.5,0.5
3,1,3,3,4,2,3,2,3,4,0.5625,0.0,0.33333334,0.41666666,0.75,0.5,0.625,0.5,0.41666666,0.5,0.375,0.25,0.0,0.125,0.5625,0.625,0.375
4,3,4,5,3,4,5,5,5,2,0.5625,0.5,0.6666667,0.5833333,0.5,0.875,0.625,0.875,0.9166667,1.0,0.875,1.0,0.0,0.625,0.625,0.625,0.875
5,3,5,3,4,5,5,5,2,1,0.6875,0.5,0.8333333,0.75,0.75,0.75,0.25,0.8125,0.75,0.5,1.0,1.0,0.0,0.75,0.5,0.5,1.0
3,4,2,2,1,5,3,3,3,4,0.5625,0.75,0.5,0.33333334,0.0,0.25,0.5,0.4375,0.5,0.25,0.5,0.5,0.0,0.875,0.5625,0.625,0.75
4,3,1,4,5,5,2,1,1,3,0.8125,0.5,0.41666666,0.5,1.0,0.375,0.625,0.25,0.25,0.75,0.375,0.0,0.0,0.75,0.625,0.375,0.625
4,1,4,4,1,1,4,5,1,1,0.1875,0.0,0.5,0.25,0.0,0.75,0.375,0.5625,0.5833333,0.75,0.875,1.0,0.0,0.0,0.0,0.375,0.375
2,2,5,3,3,1,1,1,3,2,0.25,0.25,0.5,0.5833333,0.5,0.75,0.375,0.4375,0.25,0.5,0.125,0.0,0.0,0.125,0.3125,0.125,0.0
4,1,5,2,3,4,5,1,5,1,0.5,0.0,0.5833333,0.5,0.5,0.625,0.125,0.9375,0.5833333,0.25,0.375,0.0,0.0,0.375,0.5625,0.5,0.875
2,3,1,3,2,1,2,4,2,1,0.125,0.5,0.25,0.25,0.25,0.25,0.25,0.1875,0.41666666,0.5,0.5,0.75,0.0,0.25,0.125,0.125,0.125
4,2,4,3,1,5,5,2,2,2,0.5,0.25,0.5833333,0.33333334,0.0,0.625,0.375,0.6875,0.41666666,0.5,0.5,0.25,0.0,0.625,0.375,0.625,1.0
4,1,4,1,2,4,4,5,2,1,0.4375,0.0,0.5,0.33333334,0.25,0.375,0.0,0.625,0.6666667,0.0,0.875,1.0,0.0,0.375,0.3125,0.375,0.75
3,1,3,2,1,5,1,1,3,4,0.5625,0.0,0.33333334,0.16666667,0.0,0.375,0.5,0.375,0.33333334,0.25,0.25,0.0,0.0,0.5,0.5625,0.375,0.5
4,5,4,1,1,4,1,2,2,4,0.5625,1.0,0.8333333,0.5833333,0.0,0.375,0.375,0.4375,0.41666666,0.0,0.5,0.25,0.0,0.875,0.4375,0.375,0.375
5,1,3,1,5,5,4,5,3,3,0.875,0.0,0.5,0.5,1.0,0.25,0.25,0.6875,0.8333333,0.0,1.0,1.0,0.0,0.5,0.75,0.625,0.875
4,1,4,1,1,5,3,2,1,5,0.6875,0.0,0.5,0.25,0.0,0.375,0.5,0.5,0.33333334,0.0,0.5,0.25,0.0,0.5,0.5,0.75,0.75
2,1,4,1,3,1,2,2,2,5,0.4375,0.0,0.33333334,0.41666666,0.5,0.375,0.5,0.375,0.25,0.0,0.25,0.25,0.0,0.0,0.4375,0.625,0.125
3,2,4,2,2,1,4,1,3,2,0.25,0.25,0.5,0.41666666,0.25,0.5,0.25,0.625,0.33333334,0.25,0.25,0.0,0.0,0.125,0.25,0.5,0.375
5,2,4,2,1,2,2,2,3,1,0.3125,0.25,0.6666667,0.33333334,0.0,0.5,0.125,0.625,0.5833333,0.25,0.625,0.25,0.0,0.25,0.1875,0.125,0.25
4,1,4,1,4,2,1,4,5,3,0.5625,0.0,0.5,0.5,0.75,0.375,0.25,0.625,0.8333333,0.0,0.75,0.75,0.0,0.125,0.625,0.25,0.125
3,3,1,1,2,5,2,2,1,5,0.6875,0.5,0.33333334,0.25,0.25,0.0,0.5,0.1875,0.25,0.0,0.375,0.25,0.0,0.75,0.5625,0.625,0.625
2,4,4,2,2,2,1,2,4,3,0.3125,0.75,0.5833333,0.5833333,0.25,0.5,0.375,0.4375,0.41666666,0.25,0.25,0.25,0.0,0.5,0.4375,0.25,0.125
4,5,1,2,2,5,5,3,2,2,0.5625,1.0,0.5833333,0.41666666,0.25,0.125,0.25,0.5,0.5,0.25,0.625,0.5,0.0,1.0,0.4375,0.625,1.0
5,1,1,3,1,3,1,5,2,5,0.625,0.0,0.33333334,0.0,0.0,0.25,0.75,0.3125,0.75,0.5,1.0,1.0,0.0,0.25,0.4375,0.5,0.25
2,4,3,2,1,2,2,5,1,5,0.375,0.75,0.5,0.41666666,0.0,0.375,0.625,0.25,0.41666666,0.25,0.625,1.0,0.0,0.5,0.3125,0.625,0.25
5,1,5,2,2,4,5,4,4,2,0.5625,0.0,0.6666667,0.41666666,0.25,0.625,0.25,0.9375,0.8333333,0.25,0.875,0.75,0.0,0.375,0.5,0.625,0.875
2,2,3,1,4,5,5,3,1,1,0.5,0.25,0.33333334,0.5,0.75,0.25,0.0,0.4375,0.25,0.0,0.375,0.5,0.0,0.625,0.4375,0.5,1.0
3,2,3,5,1,5,5,2,3,5,0.625,0.25,0.41666666,0.25,0.0,0.75,1.0,0.625,0.41666666,1.0,0.375,0.25,0.0,0.625,0.625,1.0,1.0
3,4,1,1,4,1,4,1,1,2,0.375,0.75,0.41666666,0.5,0.75,0.0,0.125,0.3125,0.16666667,0.0,0.25,0.0,0.0,0.375,0.25,0.5,0.375
2,3,1,3,3,4,2,4,3,5,0.625,0.5,0.25,0.33333334,0.5,0.25,0.75,0.25,0.5,0.5,0.5,0.75,0.0,0.625,0.6875,0.625,0.5
1,2,5,1,4,2,1,5,5,5,0.5,0.25,0.41666666,0.6666667,0.75,0.5,0.5,0.5,0.6666667,0.0,0.5,1.0,0.0,0.25,0.75,0.5,0.125
2,1,1,5,3,4,1,3,4,5,0.625,0.0,0.083333336,0.16666667,0.5,0.5,1.0,0.25,0.5,1.0,0.375,0.5,0.0,0.375,0.75,0.5,0.375
1,3,5,5,4,3,4,3,3,5,0.5625,0.5,0.5,0.75,0.75,1.0,1.0,0.5625,0.33333334,1.0,0.25,0.5,0.0,0.5,0.6875,0.875,0.625
3,2,4,3,4,1,1,5,2,1,0.3125,0.25,0.5,0.5833333,0.75,0.625,0.25,0.375,0.5833333,0.5,0.75,1.0,0.0,0.125,0.25,0.0,0.0
4,1,3,3,5,5,2,2,5,3,0.8125,0.0,0.41666666,0.5,1.0,0.5,0.5,0.625,0.6666667,0.5,0.5,0.25,0.0,0.5,0.875,0.375,0.625
4,1,3,1,3,1,3,2,2,1,0.3125,0.0,0.41666666,0.33333334,0.5,0.25,0.0,0.5,0.41666666,0.0,0.5,0.25,0.0,0.0,0.1875,0.25,0.25
4,1,1,2,5,4,1,3,4,1,0.625,0.0,0.25,0.33333334,1.0,0.125,0.125,0.375,0.6666667,0.25,0.625,0.5,0.0,0.375,0.625,0.0,0.375
3,1,3,5,5,1,4,3,1,5,0.625,0.0,0.33333334,0.5,1.0,0.75,1.0,0.4375,0.33333334,1.0,0.5,0.5,0.0,0.0,0.5,0.875,0.375
2,2,1,2,3,5,5,4,4,3,0.5625,0.25,0.16666667,0.25,0.5,0.125,0.375,0.5,0.5833333,0.25,0.5,0.75,0.0,0.625,0.6875,0.75,1.0
3,1,5,4,2,2,2,2,1,1,0.25,0.0,0.5,0.41666666,0.25,0.875,0.375,0.4375,0.25,0.75,0.375,0.25,0.0,0.125,0.125,0.125,0.25
3,1,5,2,1,4,2,5,3,3,0.4375,0.0,0.5,0.33333334,0.0,0.625,0.375,0.5625,0.6666667,0.25,0.75,1.0,0.0,0.375,0.4375,0.375,0.5
3,5,3,4,2,4,4,3,2,2,0.4375,1.0,0.6666667,0.5833333,0.25,0.625,0.5,0.5,0.41666666,0.75,0.5,0.5,0.0,0.875,0.375,0.5,0.75
4,4,5,1,3,5,3,3,3,5,0.8125,0.75,0.8333333,0.75,0.5,0.5,0.5,0.6875,0.5833333,0.0,0.625,0.5,0.0,0.875,0.75,0.75,0.75
1,3,3,5,1,3,5,2,3,4,0.3125,0.5,0.33333334,0.33333334,0.0,0.75,0.875,0.5,0.25,1.0,0.125,0.25,0.0,0.5,0.4375,0.875,0.75
4,1,3,5,5,2,5,4,4,1,0.5,0.0,0.41666666,0.5,1.0,0.75,0.5,0.75,0.75,1.0,0.75,0.75,0.0,0.125,0.5,0.5,0.625
2,5,5,4,3,3,2,5,1,2,0.375,1.0,0.75,0.8333333,0.5,0.875,0.5,0.375,0.41666666,0.75,0.625,1.0,0.0,0.75,0.3125,0.25,0.375
2,2,5,2,1,5,5,5,1,3,0.4375,0.25,0.5,0.41666666,0.0,0.625,0.375,0.5625,0.41666666,0.25,0.625,1.0,0.0,0.625,0.375,0.75,1.0
1,2,5,3,2,2,1,1,5,3,0.25,0.25,0.41666666,0.5,0.25,0.75,0.5,0.5,0.33333334,0.5,0.0,0.0,0.0,0.25,0.5,0.25,0.125
1,3,5,4,2,3,4,2,5,5,0.4375,0.5,0.5,0.5833333,0.25,0.875,0.875,0.6875,0.41666666,0.75,0.125,0.25,0.0,0.5,0.6875,0.875,0.625
2,3,5,2,1,3,1,3,3,4,0.375,0.5,0.5833333,0.5,0.0,0.625,0.5,0.4375,0.41666666,0.25,0.375,0.5,0.0,0.5,0.4375,0.375,0.25
4,1,2,4,3,3,2,5,3,4,0.625,0.0,0.33333334,0.25,0.5,0.5,0.75,0.4375,0.75,0.75,0.875,1.0,0.0,0.25,0.5625,0.5,0.375
1,4,2,3,1,4,3,3,3,3,0.3125,0.75,0.33333334,0.33333334,0.0,0.375,0.5,0.3125,0.33333334,0.5,0.25,0.5,0.0,0.75,0.4375,0.5,0.625
3,2,4,5,4,1,4,1,1,4,0.5,0.25,0.5,0.5833333,0.75,0.875,0.875,0.5,0.16666667,1.0,0.25,0.0,0.0,0.125,0.375,0.75,0.375
2,1,2,2,4,2,1,3,4,4,0.5,0.0,0.16666667,0.33333334,0.75,0.25,0.5,0.3125,0.5,0.25,0.375,0.5,0.0,0.125,0.625,0.375,0.125
1,3,1,2,4,5,1,3,5,4,0.625,0.5,0.16666667,0.41666666,0.75,0.125,0.5,0.25,0.5,0.25,0.25,0.5,0.0,0.75,0.875,0.375,0.5
4,1,3,5,3,2,1,5,2,1,0.375,0.0,0.41666666,0.33333334,0.5,0.75,0.5,0.375,0.6666667,1.0,0.875,1.0,0.0,0.125,0.25,0.0,0.125
3,4,4,5,1,4,4,1,1,4,0.5,0.75,0.6666667,0.5,0.0,0.875,0.875,0.5,0.16666667,1.0,0.25,0.0,0.0,0.75,0.375,0.75,0.75
4,5,4,4,5,2,5,1,1,5,0.75,1.0,0.8333333,0.9166667,1.0,0.75,0.875,0.625,0.25,0.75,0.375,0.0,0.0,0.625,0.5625,1.0,0.625
4,5,4,4,5,3,4,2,4,3,0.6875,1.0,0.8333333,0.9166667,1.0,0.75,0.625,0.75,0.5833333,0.75,0.5,0.25,0.0,0.75,0.6875,0.625,0.625
2,3,1,1,5,2,5,4,5,2,0.4375,0.5,0.25,0.5,1.0,0.0,0.125,0.5625,0.6666667,0.0,0.5,0.75,0.0,0.375,0.625,0.625,0.625
3,2,1,5,2,1,3,3,2,5,0.4375,0.25,0.25,0.16666667,0.25,0.5,1.0,0.3125,0.41666666,1.0,0.5,0.5,0.0,0.125,0.375,0.75,0.25
2,1,1,2,1,1,1,2,1,4,0.25,0.0,0.083333336,0.0,0.0,0.125,0.5,0.0625,0.16666667,0.25,0.25,0.25,0.0,0.0,0.1875,0.375,0.0
2,5,4,2,1,3,1,1,2,4,0.375,1.0,0.6666667,0.5833333,0.0,0.5,0.5,0.3125,0.16666667,0.25,0.125,0.0,0.0,0.75,0.375,0.375,0.25
1,1,5,3,4,4,5,5,2,2,0.4375,0.0,0.33333334,0.5833333,0.75,0.75,0.375,0.5625,0.41666666,0.5,0.5,1.0,0.0,0.375,0.5,0.625,0.875
4,2,1,2,1,3,3,1,1,5,0.5625,0.25,0.33333334,0.083333336,0.0,0.125,0.625,0.3125,0.25,0.25,0.375,0.0,0.0,0.375,0.375,0.75,0.5
4,5,1,5,4,2,2,3,1,5,0.6875,1.0,0.5833333,0.5833333,0.75,0.5,1.0,0.25,0.41666666,1.0,0.625,0.5,0.0,0.625,0.5,0.625,0.25
1,5,3,1,3,3,4,3,3,5,0.5,1.0,0.5,0.6666667,0.5,0.25,0.5,0.4375,0.33333334,0.0,0.25,0.5,0.0,0.75,0.625,0.875,0.625
4,5,1,2,2,3,2,5,5,2,0.4375,1.0,0.5833333,0.41666666,0.25,0.125,0.25,0.5,0.9166667,0.25,0.875,1.0,0.0,0.75,0.5,0.25,0.375
4,3,2,4,3,4,3,5,5,3,0.625,0.5,0.5,0.41666666,0.5,0.5,0.625,0.625,0.9166667,0.75,0.875,1.0,0.0,0.625,0.6875,0.5,0.625
5,4,5,5,3,4,2,3,1,3,0.6875,0.75,0.9166667,0.75,0.5,1.0,0.75,0.5625,0.5,1.0,0.75,0.5,0.0,0.75,0.4375,0.375,0.5
2,1,3,1,2,4,1,2,1,2,0.375,0.0,0.25,0.25,0.25,0.25,0.125,0.1875,0.16666667,0.0,0.25,0.25,0.0,0.375,0.3125,0.125,0.375
3,4,5,4,4,5,1,3,3,2,0.625,0.75,0.75,0.8333333,0.75,0.875,0.5,0.5,0.5,0.75,0.5,0.5,0.0,0.875,0.625,0.125,0.5
3,5,4,5,3,2,2,4,1,2,0.375,1.0,0.75,0.75,0.5,0.875,0.625,0.375,0.41666666,1.0,0.625,0.75,0.0,0.625,0.25,0.25,0.25
3,4,4,2,5,5,3,1,1,1,0.625,0.75,0.6666667,0.8333333,1.0,0.5,0.125,0.4375,0.16666667,0.25,0.25,0.0,0.0,0.875,0.5,0.25,0.75
4,1,4,4,5,1,1,3,1,1,0.4375,0.0,0.5,0.5833333,1.0,0.75,0.375,0.375,0.41666666,0.75,0.625,0.5,0.0,0.0,0.25,0.0,0.0
5,1,5,1,2,2,2,4,1,2,0.4375,0.0,0.6666667,0.41666666,0.25,0.5,0.125,0.5625,0.5833333,0.0,0.875,0.75,0.0,0.125,0.1875,0.25,0.25
2,5,3,2,4,4,2,2,4,3,0.5625,1.0,0.5833333,0.75,0.75,0.375,0.375,0.4375,0.41666666,0.25,0.25,0.25,0.0,0.875,0.6875,0.375,0.5
3,2,3,2,3,5,3,4,4,2,0.5625,0.25,0.41666666,0.41666666,0.5,0.375,0.25,0.5625,0.6666667,0.25,0.625,0.75,0.0,0.625,0.625,0.375,0.75
1,1,5,3,5,2,5,5,5,4,0.5,0.0,0.33333334,0.6666667,1.0,0.75,0.625,0.75,0.6666667,0.5,0.5,1.0,0.0,0.125,0.75,0.875,0.625
2,3,4,2,3,4,2,3,1,4,0.5625,0.5,0.5,0.5833333,0.5,0.5,0.5,0.3125,0.25,0.25,0.375,0.5,0.0,0.625,0.5,0.5,0.5
4,2,1,1,2,3,4,1,3,4,0.5625,0.25,0.33333334,0.16666667,0.25,0.0,0.375,0.5,0.41666666,0.0,0.375,0.0,0.0,0.375,0.5,0.75,0.625
5,4,4,3,5,3,1,4,1,2,0.6875,0.75,0.8333333,0.8333333,1.0,0.625,0.375,0.4375,0.5833333,0.5,0.875,0.75,0.0,0.625,0.4375,0.125,0.25
5,4,5,4,5,3,5,5,5,1,0.625,0.75,0.9166667,0.9166667,1.0,0.875,0.375,1.0,1.0,0.75,1.0,1.0,0.0,0.625,0.625,0.5,0.75
3,3,5,1,2,3,5,4,2,2,0.375,0.5,0.6666667,0.5833333,0.25,0.5,0.125,0.6875,0.5,0.0,0.625,0.75,0.0,0.5,0.3125,0.625,0.75
1,5,4,3,3,1,4,2,5,5,0.375,1.0,0.5833333,0.75,0.5,0.625,0.75,0.625,0.41666666,0.5,0.125,0.25,0.0,0.5,0.625,0.875,0.375
4,3,2,3,5,2,5,4,5,5,0.75,0.5,0.5,0.5833333,1.0,0.375,0.75,0.75,0.8333333,0.5,0.75,0.75,0.0,0.375,0.8125,1.0,0.625
4,2,1,5,4,4,2,2,5,1,0.5625,0.25,0.33333334,0.33333334,0.75,0.5,0.5,0.5,0.6666667,1.0,0.5,0.25,0.0,0.5,0.625,0.125,0.5
4,5,5,1,2,4,4,2,4,5,0.6875,1.0,0.9166667,0.75,0.25,0.5,0.5,0.8125,0.5833333,0.0,0.5,0.25,0.0,0.875,0.6875,0.875,0.75
3,3,5,2,2,3,3,5,2,1,0.3125,0.5,0.6666667,0.5833333,0.25,0.625,0.125,0.5625,0.5833333,0.25,0.75,1.0,0.0,0.5,0.25,0.25,0.5
3,4,5,1,4,4,2,2,5,5,0.75,0.75,0.75,0.8333333,0.75,0.5,0.5,0.6875,0.5833333,0.0,0.375,0.25,0.0,0.75,0.875,0.625,0.5
5,5,1,2,3,3,4,3,3,2,0.5625,1.0,0.6666667,0.5,0.5,0.125,0.25,0.5625,0.6666667,0.25,0.75,0.5,0.0,0.75,0.4375,0.5,0.625
1,2,1,5,3,4,2,2,3,2,0.375,0.25,0.083333336,0.25,0.5,0.5,0.625,0.1875,0.25,1.0,0.125,0.25,0.0,0.5,0.5,0.25,0.5
5,2,2,4,2,1,1,2,2,5,0.5625,0.25,0.5,0.25,0.25,0.5,0.875,0.375,0.5,0.75,0.625,0.25,0.0,0.125,0.375,0.5,0.0
1,4,1,3,2,3,4,1,1,3,0.3125,0.75,0.25,0.33333334,0.25,0.25,0.5,0.1875,0.0,0.5,0.0,0.0,0.0,0.625,0.3125,0.625,0.625
1,3,4,1,2,5,3,4,5,1,0.3125,0.5,0.41666666,0.5,0.25,0.375,0.0,0.5625,0.5833333,0.0,0.375,0.75,0.0,0.75,0.5625,0.25,0.75
5,4,3,3,3,1,4,2,4,4,0.5625,0.75,0.75,0.5833333,0.5,0.5,0.625,0.75,0.6666667,0.5,0.625,0.25,0.0,0.375,0.5,0.75,0.375
2,3,5,5,3,3,5,3,4,4,0.5,0.5,0.5833333,0.6666667,0.5,1.0,0.875,0.75,0.5,1.0,0.375,0.5,0.0,0.5,0.625,0.875,0.75
4,5,2,2,2,4,2,1,1,5,0.6875,1.0,0.6666667,0.5,0.25,0.25,0.625,0.3125,0.25,0.25,0.375,0.0,0.0,0.875,0.5,0.625,0.5
5,1,3,3,4,1,5,2,2,1,0.4375,0.0,0.5,0.41666666,0.75,0.5,0.25,0.6875,0.5,0.5,0.625,0.25,0.0,0.0,0.25,0.5,0.5
1,5,2,3,5,2,4,5,4,2,0.375,1.0,0.41666666,0.75,1.0,0.375,0.375,0.4375,0.5833333,0.5,0.5,1.0,0.0,0.625,0.5625,0.5,0.5
1,1,5,1,1,2,1,2,1,1,0.0625,0.0,0.33333334,0.33333334,0.0,0.5,0.0,0.25,0.083333336,0.0,0.125,0.25,0.0,0.125,0.0625,0.0,0.125
3,3,2,5,1,5,1,5,1,1,0.375,0.5,0.41666666,0.25,0.0,0.625,0.5,0.1875,0.5,1.0,0.75,1.0,0.0,0.75,0.25,0.0,0.5
3,3,2,5,5,4,2,4,3,3,0.6875,0.5,0.41666666,0.5833333,1.0,0.625,0.75,0.375,0.5833333,1.0,0.625,0.75,0.0,0.625,0.6875,0.375,0.5
5,2,2,3,1,1,2,2,5,4,0.4375,0.25,0.5,0.16666667,0.0,0.375,0.625,0.625,0.75,0.5,0.625,0.25,0.0,0.125,0.4375,0.5,0.125
1,2,3,5,1,2,5,3,1,4,0.25,0.25,0.25,0.25,0.0,0.75,0.875,0.375,0.16666667,1.0,0.25,0.5,0.0,0.25,0.25,0.875,0.625
5,5,5,3,1,1,4,5,4,3,0.375,1.0,1.0,0.6666667,0.0,0.75,0.5,0.875,0.9166667,0.5,1.0,1.0,0.0,0.5,0.3125,0.625,0.375
3,2,2,3,3,2,3,2,4,5,0.5625,0.25,0.33333334,0.33333334,0.5,0.375,0.75,0.5,0.5,0.5,0.375,0.25,0.0,0.25,0.625,0.75,0.375
4,2,3,3,3,5,1,3,5,4,0.75,0.25,0.5,0.41666666,0.5,0.5,0.625,0.5625,0.75,0.5,0.625,0.5,0.0,0.625,0.8125,0.375,0.5
2,1,1,1,2,3,4,1,3,3,0.375,0.0,0.083333336,0.083333336,0.25,0.0,0.25,0.375,0.25,0.0,0.125,0.0,0.0,0.25,0.4375,0.625,0.625
1,3,5,5,3,3,5,1,3,3,0.375,0.5,0.5,0.6666667,0.5,1.0,0.75,0.625,0.16666667,1.0,0.0,0.0,0.0,0.5,0.5,0.75,0.75
5,3,4,4,5,5,1,2,4,3,0.875,0.5,0.75,0.75,1.0,0.75,0.625,0.625,0.6666667,0.75,0.625,0.25,0.0,0.75,0.8125,0.25,0.5
2,3,1,4,5,5,5,2,1,3,0.6875,0.5,0.25,0.5,1.0,0.375,0.625,0.3125,0.16666667,0.75,0.25,0.25,0.0,0.75,0.625,0.75,1.0
5,4,5,5,5,1,4,2,1,4,0.6875,0.75,0.9166667,0.9166667,1.0,1.0,0.875,0.6875,0.41666666,1.0,0.625,0.25,0.0,0.375,0.4375,0.75,0.375
3,3,3,2,3,4,5,4,2,1,0.4375,0.5,0.5,0.5,0.5,0.375,0.125,0.5625,0.5,0.25,0.625,0.75,0.0,0.625,0.375,0.5,0.875
2,1,5,3,5,3,3,4,5,5,0.6875,0.0,0.41666666,0.6666667,1.0,0.75,0.75,0.6875,0.6666667,0.5,0.5,0.75,0.0,0.25,0.875,0.75,0.5
3,4,5,4,3,4,2,2,5,4,0.625,0.75,0.75,0.75,0.5,0.875,0.75,0.6875,0.5833333,0.75,0.375,0.25,0.0,0.75,0.75,0.5,0.5
1,3,1,1,4,5,2,3,3,3,0.5625,0.5,0.16666667,0.41666666,0.75,0.0,0.25,0.1875,0.33333334,0.0,0.25,0.5,0.0,0.75,0.6875,0.375,0.625
4,5,4,2,1,4,3,2,2,2,0.4375,1.0,0.8333333,0.5833333,0.0,0.5,0.25,0.5625,0.41666666,0.25,0.5,0.25,0.0,0.875,0.3125,0.375,0.625
2,3,5,1,4,1,2,4,4,5,0.5,0.5,0.5833333,0.75,0.75,0.5,0.5,0.5625,0.5833333,0.0,0.5,0.75,0.0,0.25,0.625,0.625,0.125
5,1,2,1,5,5,2,2,3,3,0.875,0.0,0.41666666,0.41666666,1.0,0.125,0.25,0.5,0.5833333,0.0,0.625,0.25,0.0,0.5,0.75,0.375,0.625
5,5,2,3,5,1,4,2,4,5,0.75,1.0,0.75,0.75,1.0,0.375,0.75,0.6875,0.6666667,0.5,0.625,0.25,0.0,0.5,0.6875,0.875,0.375
5,1,2,2,5,3,3,3,1,5,0.875,0.0,0.41666666,0.41666666,1.0,0.25,0.625,0.4375,0.5,0.25,0.75,0.5,0.0,0.25,0.625,0.75,0.5
