Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,비타민C,오메가3,칼슘,루테인,비타민D,밀크씨슬(실리마린),프로바이오틱스(유산균),비타민B,마그네슘,가르시니아,종합비타민,아연,차전자피 식이섬유,미네랄,비타민A,철분,포스파티딜세린,엽산,아르기닌,콘드로이친,코엔자임Q10,콜라겐
5,1,1,1,1,1,5,1,5,1,0.003955,0.824919,0.027535,0.953587,0.000000,0.000000,0.007856,0.443336,0.437888,0.962449,0.379567,0.007474,0.412045,0.343761,0.589794,0.481154,0.000000,0.000000,0.997848,0.024184,1.000000,0.000000
1,1,1,1,1,5,1,1,1,1,0.426200,0.028729,0.052401,0.000000,0.029384,0.000000,0.025926,0.195452,0.014496,0.012873,0.049497,0.000000,0.005702,0.306743,0.481857,0.003740,0.000000,0.000000,0.000000,0.000000,0.031237,0.657991
1,5,1,5,1,5,1,1,1,5,0.409629,0.289920,1.000000,0.002897,0.595597,0.042875,1.000000,0.116198,0.027073,0.008003,0.289262,0.402149,0.598432,0.683261,0.451600,0.601247,0.032140,1.000000,0.042309,0.969615,0.010658,1.000000
5,5,1,1,1,5,5,5,5,5,0.437483,1.000000,1.000000,0.935591,0.614058,1.000000,0.038182,0.645613,0.398884,1.000000,0.698740,0.014997,0.372926,1.000000,0.997296,0.999280,0.000000,1.000000,1.000000,1.000000,0.990289,1.000000
4,2,4,4,1,4,4,1,2,5,0.307370,0.597308,0.260226,0.733779,0.189517,0.069359,0.772066,0.744259,0.558133,0.249426,0.632385,0.314674,0.562557,0.434134,0.783734,0.924531,0.770800,1.000000,0.815882,0.221154,0.513581,0.572243
1,1,1,5,5,5,5,5,1,5,1.000000,0.567531,0.085335,0.958368,0.417927,1.000000,1.000000,0.239414,0.000000,0.000000,0.626631,0.941998,0.599298,0.381413,1.000000,0.514812,0.001508,1.000000,0.017380,0.025589,0.095669,0.686585
2,4,3,2,3,3,3,2,2,3,0.558637,0.425603,0.738896,0.511988,0.658951,0.278363,0.288723,0.393987,0.400075,0.270425,0.497003,0.416145,0.251925,0.508539,0.527990,0.404166,0.501704,0.498537,0.252752,0.764401,0.246615,0.616429
3,4,3,3,2,2,3,3,4,4,0.323658,0.711903,0.820783,0.516389,0.578353,0.535160,0.584394,0.465347,0.606547,0.795313,0.558308,0.373466,0.619973,0.612770,0.406401,0.645346,0.535326,0.781991,0.511764,0.775610,0.650921,0.433831
3,3,3,3,3,3,3,3,3,3,0.558662,0.576006,0.532788,0.499272,0.566072,0.532849,0.550022,0.534024,0.513053,0.515537,0.598450,0.520343,0.521171,0.516244,0.508062,0.519822,0.528279,0.508632,0.519743,0.519258,0.514075,0.523476
4,2,3,3,3,3,4,3,3,3,0.543501,0.625805,0.284956,0.777440,0.394422,0.528342,0.565761,0.649892,0.506751,0.527915,0.660701,0.531324,0.483499,0.461128,0.624590,0.648053,0.498431,0.504312,0.791833,0.303855,0.644094,0.429317
3,4,3,4,3,4,2,3,3,4,0.643299,0.532990,0.771855,0.276852,0.669350,0.537670,0.842030,0.577579,0.499737,0.527412,0.672816,0.613435,0.651175,0.706281,0.508359,0.646678,0.534702,0.785482,0.511861,0.736514,0.483136,0.734643
3,2,3,3,4,3,3,3,4,3,0.673939,0.661246,0.255860,0.541096,0.521659,0.539272,0.556317,0.529943,0.606314,0.764943,0.669854,0.651699,0.650791,0.501548,0.512806,0.528503,0.510286,0.503835,0.508984,0.245350,0.622349,0.413404
5,5,5,5,5,5,5,5,5,5,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1,1,1,1,1,1,1,1,5,1,0.075788,0.498790,0.017386,0.026785,0.083002,0.000000,0.000000,0.032593,0.457131,0.991135,0.000000,0.000000,0.483179,0.362886,0.064204,0.000000,0.027423,0.036578,0.018429,0.000000,0.537743,0.042414
1,1,5,5,1,1,1,5,5,1,0.065797,0.475767,0.000000,0.015886,0.027979,0.958094,0.967108,0.321389,1.000000,1.000000,0.023418,0.456619,1.000000,0.349895,0.018312,0.036020,1.000000,0.000000,0.002507,0.000000,0.545671,0.029315
5,5,5,5,5,5,5,5,5,5,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1,1,1,1,5,5,5,1,5,1,1.000000,0.865745,0.019929,0.955158,0.349147,0.064660,0.040396,0.202258,0.456088,1.000000,0.381668,0.625172,0.440588,0.715871,1.000000,0.000000,0.021005,0.000000,0.000000,0.006648,0.503895,0.688569
3,3,3,3,3,3,3,3,3,3,0.573411,0.563568,0.509880,0.518623,0.566314,0.511308,0.560486,0.500312,0.513710,0.507333,0.598533,0.522924,0.523880,0.512551,0.518457,0.524249,0.508948,0.531666,0.516565,0.515510,0.513440,0.521641
3,4,2,4,4,3,2,4,3,2,0.667015,0.419642,0.766492,0.265636,0.788490,0.763987,0.809826,0.452878,0.361355,0.546203,0.560349,0.817835,0.691385,0.632456,0.384398,0.391283,0.248518,0.258215,0.485184,0.769184,0.542097,0.614633
5,2,4,5,1,4,5,3,1,2,0.391173,0.386994,0.301644,1.000000,0.157458,0.499388,0.993076,0.923268,0.453249,0.000851,0.489518,0.462898,0.569951,0.377899,0.928601,0.610324,0.781142,0.265678,1.000000,0.280127,0.547334,0.574644
2,2,3,3,3,2,4,3,4,3,0.433783,0.719249,0.257759,0.813023,0.392087,0.523325,0.538802,0.339440,0.638084,0.768858,0.473938,0.553629,0.645958,0.443469,0.562406,0.422566,0.555524,0.506317,0.241613,0.278726,0.474462,0.269993
2,4,2,4,3,4,4,3,4,2,0.626848,0.681733,0.755866,0.756529,0.677036,0.500402,0.790700,0.375523,0.481163,0.758537,0.410257,0.657939,0.740243,0.768617,0.772949,0.274879,0.306204,0.248514,0.259964,0.787000,0.493951,0.776930
3,2,3,1,1,2,1,1,2,5,0.172555,0.365845,0.242460,0.040242,0.192492,0.047047,0.037873,0.494532,0.386069,0.306928,0.544511,0.029005,0.136613,0.242670,0.167358,0.808534,0.476619,1.000000,0.566622,0.311255,0.399581,0.223755
2,2,2,2,4,3,3,3,4,3,0.688650,0.642961,0.251716,0.511977,0.524009,0.490113,0.295979,0.283116,0.472230,0.796230,0.569377,0.565363,0.479408,0.495598,0.503581,0.379889,0.333518,0.512824,0.243168,0.266647,0.525557,0.442086
5,5,5,5,5,5,5,5,5,5,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
5,5,1,1,1,5,1,5,5,5,0.421231,0.739840,0.984213,0.064668,0.559436,1.000000,0.000000,0.652919,0.400424,1.000000,0.681626,0.062241,0.423425,1.000000,0.468908,1.000000,0.031429,1.000000,0.985217,1.000000,1.000000,1.000000
2,4,3,2,3,2,2,3,3,2,0.432371,0.427402,0.744467,0.296921,0.662569,0.508316,0.279560,0.349665,0.522198,0.493058,0.360658,0.443226,0.372580,0.512003,0.249092,0.209725,0.530918,0.264502,0.286934,0.802568,0.367976,0.452659
1,1,3,2,3,4,4,4,3,5,0.654407,0.759671,0.036399,0.802005,0.239190,0.744696,0.251260,0.306991,0.478631,0.502056,0.530960,0.414970,0.398628,0.418318,0.791647,0.566491,0.507167,0.980505,0.044131,0.049805,0.223355,0.502347
5,5,5,1,5,5,5,1,5,1,1.000000,0.828769,1.000000,1.000000,1.000000,0.010409,0.033154,1.000000,1.000000,1.000000,0.652758,0.581973,0.556296,1.000000,1.000000,0.534805,0.993541,0.000000,0.993391,1.000000,1.000000,0.988034
4,2,3,4,2,3,2,3,2,4,0.378481,0.403543,0.289854,0.243634,0.269042,0.479504,0.761910,0.632082,0.410118,0.327235,0.661767,0.502338,0.539727,0.337933,0.389012,0.766735,0.512849,0.746376,0.764886,0.259872,0.546575,0.452869
1,1,1,1,5,5,5,1,1,5,1.000000,0.566494,0.041321,0.990112,0.430087,0.000000,0.061419,0.276104,0.000000,0.025984,0.688452,0.588740,0.032283,0.388908,1.000000,0.541708,0.000000,1.000000,0.031767,0.000000,0.024726,0.599519
3,3,3,3,3,3,3,3,3,3,0.562151,0.556001,0.495128,0.526675,0.548037,0.507919,0.547538,0.507677,0.513413,0.522188,0.591128,0.527490,0.520769,0.545843,0.513109,0.521151,0.506396,0.507172,0.525838,0.526862,0.497735,0.520695
4,3,4,4,3,3,3,3,3,3,0.572857,0.569434,0.550199,0.537685,0.553248,0.544652,0.821882,0.753161,0.663258,0.507156,0.677505,0.626852,0.674984,0.513953,0.524310,0.620694,0.740270,0.499373,0.789572,0.532259,0.669039,0.497709
1,1,5,1,5,5,5,1,5,1,0.958444,0.715924,0.051288,1.000000,0.449660,0.000000,0.054672,0.513635,0.993999,0.936669,0.356149,0.632579,0.436055,0.687247,0.980173,0.055341,0.975481,0.033452,0.042945,0.052593,0.474969,0.583744
1,1,3,3,3,4,4,5,5,1,0.555572,0.703732,0.000000,0.751935,0.271314,0.987139,0.500764,0.326749,0.704813,0.999969,0.218755,0.474221,0.772267,0.594733,0.788014,0.014281,0.528235,0.031573,0.005665,0.002607,0.498071,0.446101
4,3,4,3,2,3,2,2,2,4,0.387040,0.374263,0.524155,0.264237,0.458713,0.271938,0.577455,0.732788,0.571268,0.276953,0.643700,0.358841,0.389934,0.436831,0.372069,0.778670,0.778872,0.792743,0.798740,0.479768,0.513724,0.515693
4,3,2,3,5,4,2,3,2,3,0.919361,0.310285,0.509345,0.272815,0.714967,0.505875,0.584868,0.571397,0.258441,0.255823,0.827445,0.801051,0.411520,0.510694,0.480996,0.611850,0.268003,0.504855,0.778139,0.523747,0.543940,0.655109
2,3,3,3,3,4,3,3,3,3,0.652179,0.566463,0.504248,0.527382,0.548017,0.513758,0.538440,0.434041,0.509889,0.534989,0.519748,0.522331,0.518687,0.585853,0.639635,0.346192,0.514001,0.525431,0.299229,0.525021,0.390751,0.672373
3,4,2,3,3,2,4,3,3,3,0.455290,0.589684,0.791104,0.769285,0.707739,0.516692,0.573894,0.404391,0.343186,0.496326,0.557746,0.501966,0.520045,0.563193,0.560619,0.526452,0.248790,0.510515,0.506832,0.759022,0.522816,0.467830
2,3,4,3,3,3,3,4,3,4,0.567960,0.625205,0.519237,0.515362,0.545967,0.775303,0.566760,0.508849,0.670784,0.518316,0.593517,0.529593,0.561079,0.507515,0.515816,0.542209,0.760172,0.773505,0.273576,0.495982,0.390132,0.509783
5,1,1,1,1,1,1,5,1,1,0.076686,0.113530,0.042441,0.053067,0.000000,1.000000,0.024270,0.489376,0.018181,0.022165,0.346712,0.000000,0.062598,0.000000,0.042000,0.516182,0.027680,0.008059,1.000000,0.025764,0.555032,0.001903
3,3,3,4,5,2,2,3,4,3,0.730844,0.628751,0.562006,0.264344,0.750339,0.537229,0.826756,0.458478,0.610288,0.787142,0.774945,0.884591,0.804504,0.550248,0.336683,0.531173,0.540653,0.484628,0.527069,0.528883,0.653144,0.356311
5,1,1,5,5,1,5,1,5,5,0.694723,1.000000,0.029044,1.000000,0.437208,0.027681,1.000000,0.417113,0.376681,0.990932,0.982941,1.000000,1.000000,0.281765,0.562636,0.965049,0.051318,1.000000,1.000000,0.000000,0.973402,0.000000
1,1,1,1,1,1,5,1,1,1,0.000000,0.318790,0.017108,1.000000,0.028254,0.044444,0.001006,0.004708,0.017974,0.000000,0.000000,0.021458,0.000000,0.002997,0.541465,0.007187,0.000000,0.000576,0.007825,0.015627,0.010922,0.016494
1,5,1,5,5,1,1,5,1,1,0.628870,0.017184,0.994931,0.027421,0.960009,1.000000,0.988976,0.000000,0.069484,0.028471,0.373442,0.995720,0.537229,0.355433,0.007178,0.000000,0.000000,0.026152,0.045441,1.000000,0.000000,0.336073
2,2,4,3,3,3,3,4,3,3,0.528366,0.524151,0.264265,0.535922,0.412446,0.765123,0.551036,0.514667,0.684582,0.503224,0.458361,0.518481,0.552039,0.449818,0.544087,0.387765,0.780385,0.512602,0.266554,0.285203,0.395789,0.434282
3,3,3,2,1,4,1,3,3,3,0.340746,0.414452,0.532697,0.000000,0.330709,0.528268,0.279879,0.526550,0.514075,0.503544,0.402988,0.121466,0.393406,0.636241,0.335087,0.549595,0.538104,0.536823,0.503993,0.540330,0.555148,0.653788
1,5,1,1,5,1,1,5,5,5,0.593391,0.797944,1.000000,0.066009,1.000000,1.000000,0.000000,0.092228,0.499832,1.000000,0.706893,0.612783,0.494739,0.653393,0.000000,0.616354,0.000000,0.984157,0.033835,1.000000,0.514334,0.416934
5,3,4,2,3,3,3,4,1,4,0.577829,0.347553,0.560425,0.535763,0.502384,0.779048,0.286099,0.855506,0.421847,0.022766,0.858353,0.414638,0.196132,0.351145,0.540623,0.905890,0.765372,0.764019,1.000000,0.504951,0.529119,0.550077
3,3,3,4,4,2,4,4,1,4,0.623758,0.398412,0.555917,0.820507,0.631102,0.740674,0.821186,0.464717,0.300860,0.000000,0.672578,0.735402,0.378883,0.260981,0.598939,0.663553,0.481776,0.762647,0.501628,0.518685,0.266725,0.398608
1,5,5,1,1,5,5,5,5,5,0.451083,1.000000,0.949431,0.968930,0.694234,0.995065,0.007269,0.490638,0.959460,0.942736,0.322842,0.022829,0.545896,1.000000,0.975763,0.529728,1.000000,1.000000,0.050669,1.000000,0.430439,1.000000
5,1,5,5,1,1,1,5,1,5,0.061410,0.276861,0.000000,0.004329,0.000000,1.000000,1.000000,0.815281,0.638205,0.077884,0.691425,0.417948,0.597782,0.000000,0.000000,0.983010,1.000000,1.000000,1.000000,0.055238,0.556465,0.015012
3,3,3,4,4,3,3,3,4,3,0.675955,0.692007,0.525640,0.532161,0.647340,0.521656,0.824556,0.513914,0.608641,0.754380,0.670714,0.787920,0.786508,0.602088,0.506885,0.513738,0.528453,0.500145,0.522378,0.531347,0.615030,0.508424
4,4,2,3,2,3,4,2,3,3,0.411088,0.594818,0.766060,0.793311,0.611468,0.268032,0.549776,0.518598,0.338874,0.534557,0.606923,0.367997,0.521991,0.590558,0.629673,0.626474,0.277725,0.558600,0.774708,0.784547,0.626375,0.631418
4,2,2,3,2,2,3,3,4,4,0.269729,0.714920,0.293542,0.497822,0.281002,0.560940,0.579281,0.506826,0.488331,0.754458,0.657773,0.404703,0.624386,0.436240,0.395382,0.784159,0.276506,0.763016,0.804295,0.268663,0.761041,0.269037
1,2,4,1,3,4,4,1,2,3,0.686166,0.476895,0.280118,0.744437,0.377699,0.000000,0.021710,0.388172,0.562893,0.232591,0.367892,0.285857,0.135258,0.459731,0.794754,0.306453,0.709000,0.511850,0.000000,0.249299,0.145206,0.556852
4,2,3,3,4,2,3,2,3,3,0.600389,0.574108,0.265265,0.522475,0.525210,0.289845,0.524088,0.563500,0.513057,0.517028,0.720598,0.651252,0.471544,0.367314,0.396582,0.611353,0.540068,0.498197,0.737719,0.287662,0.667463,0.261216
3,4,3,2,3,2,3,2,3,4,0.442398,0.602463,0.765907,0.490428,0.683632,0.234490,0.285318,0.489231,0.511952,0.484409,0.655077,0.445301,0.352406,0.547466,0.384890,0.646884,0.531087,0.752161,0.481132,0.756343,0.561502,0.440513
5,1,5,5,1,1,5,5,5,5,0.000000,1.000000,0.000000,1.000000,0.078191,0.943032,1.000000,0.804937,0.981984,0.943467,0.726287,0.445496,1.000000,0.385197,0.533366,1.000000,0.987869,1.000000,1.000000,0.063870,1.000000,0.000000
4,1,4,3,2,1,3,5,3,3,0.149861,0.539443,0.000000,0.513820,0.142114,1.000000,0.508463,0.591025,0.674876,0.581436,0.522627,0.328140,0.523723,0.165565,0.284759,0.681953,0.770611,0.537314,0.762161,0.000000,0.683620,0.000000
1,1,5,1,1,1,5,5,1,1,0.000000,0.293102,0.028839,1.000000,0.031743,1.000000,0.036221,0.403828,0.577934,0.000000,0.062603,0.010696,0.097874,0.027364,0.596056,0.018705,0.988218,0.000000,0.030223,0.009129,0.089953,0.000000
3,3,3,3,3,3,3,3,3,3,0.571865,0.576439,0.516409,0.517972,0.555249,0.511642,0.566679,0.528451,0.518477,0.530581,0.590431,0.512762,0.533443,0.524948,0.529572,0.521620,0.521476,0.527660,0.516824,0.523164,0.537277,0.523638
3,3,3,4,3,3,3,2,3,4,0.604626,0.610914,0.515050,0.517092,0.547678,0.266643,0.811607,0.575012,0.528582,0.498201,0.680260,0.658590,0.680655,0.498009,0.524192,0.648808,0.500806,0.756724,0.539021,0.514322,0.502012,0.529400
4,3,2,3,3,2,4,3,3,3,0.487208,0.625521,0.506595,0.769852,0.559330,0.518033,0.543262,0.526552,0.406680,0.506027,0.638016,0.520073,0.541419,0.441563,0.522223,0.665128,0.274198,0.523928,0.768800,0.517356,0.683869,0.356719
2,2,1,5,5,4,3,1,1,5,0.876908,0.441034,0.305282,0.519548,0.677276,0.008653,0.977859,0.240201,0.000000,0.019422,0.758489,0.997611,0.655783,0.398725,0.641008,0.723584,0.043695,1.000000,0.226023,0.266000,0.192692,0.597834
4,5,5,5,2,5,2,5,4,5,0.628313,0.733428,1.000000,0.238614,0.750305,0.979815,1.000000,0.877478,0.949885,0.761302,0.745557,0.607722,0.902121,0.935529,0.591184,0.913776,1.000000,1.000000,0.737980,1.000000,0.793010,0.956439
5,1,5,1,1,5,5,1,5,5,0.444064,0.954307,0.000000,0.997533,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.698169,0.019125,0.432912,0.613271,1.000000,1.000000,0.968351,1.000000,1.000000,0.051878,1.000000,0.685981
3,2,4,3,3,2,3,2,3,3,0.427208,0.569254,0.252629,0.542498,0.417215,0.262147,0.561446,0.552670,0.700535,0.529393,0.556886,0.545551,0.499204,0.358792,0.401220,0.535587,0.758420,0.543701,0.517486,0.260437,0.510798,0.266820
2,3,3,4,3,2,2,2,3,3,0.447067,0.471464,0.521932,0.215082,0.515466,0.271153,0.778046,0.336451,0.491032,0.528004,0.450849,0.611505,0.648015,0.459957,0.275466,0.430515,0.488224,0.502706,0.285340,0.520727,0.394909,0.391953
3,3,3,4,2,4,3,2,2,4,0.473683,0.465578,0.536988,0.534192,0.453379,0.264442,0.777365,0.568694,0.371925,0.252987,0.556825,0.489335,0.560323,0.526780,0.611760,0.682470,0.530713,0.768371,0.515120,0.506715,0.378859,0.667745
5,1,1,5,1,1,5,1,1,1,0.006571,0.288450,0.000000,0.913622,0.010289,0.000000,1.000000,0.494130,0.074447,0.019857,0.324625,0.467380,0.602663,0.000661,0.536085,0.453909,0.033079,0.018976,0.950771,0.000000,0.504102,0.000000
1,5,5,1,1,5,5,5,5,5,0.454219,0.994634,1.000000,0.976645,0.583009,1.000000,0.045354,0.522457,1.000000,1.000000,0.328314,0.000000,0.375071,0.952812,0.976328,0.560829,1.000000,1.000000,0.000000,1.000000,0.488147,0.996466
4,3,3,4,4,3,2,2,3,3,0.694402,0.463877,0.528369,0.259799,0.642520,0.252034,0.790507,0.593942,0.538026,0.508268,0.697281,0.754753,0.647715,0.524338,0.411823,0.649730,0.525296,0.529622,0.788100,0.542138,0.633179,0.524514
5,1,5,5,5,1,1,1,1,5,0.662737,0.273293,0.081517,0.000000,0.485511,0.037496,1.000000,0.820884,0.565744,0.049667,0.973674,1.000000,0.562517,0.000000,0.019930,0.990096,1.000000,1.000000,0.977545,0.015554,0.506437,0.037248
3,2,4,5,3,3,2,3,3,3,0.588542,0.495927,0.265021,0.306935,0.411933,0.502318,1.000000,0.587968,0.659477,0.519304,0.565256,0.740958,0.820998,0.422747,0.442755,0.520992,0.801343,0.522786,0.497788,0.259308,0.516340,0.423826
5,4,4,2,3,5,2,3,2,1,0.751689,0.230201,0.804210,0.360230,0.682211,0.521878,0.265177,0.919219,0.562796,0.307338,0.568542,0.396066,0.334243,0.666344,0.523933,0.479176,0.784093,0.066189,1.000000,0.835944,0.680830,0.883606
3,1,3,3,3,3,2,3,2,4,0.540292,0.395261,0.013836,0.289441,0.274334,0.532606,0.557133,0.505868,0.420654,0.297330,0.658137,0.510511,0.416341,0.318588,0.376961,0.658977,0.526144,0.744216,0.556095,0.021284,0.412096,0.354430
1,5,5,5,5,1,5,5,1,1,0.641283,0.314013,1.000000,0.983063,1.000000,1.000000,1.000000,0.336915,0.652808,0.056045,0.340677,1.000000,0.589410,0.386457,0.536236,0.090737,1.000000,0.012829,0.048754,1.000000,0.023884,0.364366
5,5,5,5,1,5,1,1,5,5,0.422913,0.744338,0.986940,0.000000,0.609015,0.025505,0.989347,1.000000,1.000000,1.000000,0.680527,0.429333,1.000000,1.000000,0.498911,1.000000,0.983527,1.000000,1.000000,1.000000,0.966144,1.000000
4,2,4,2,3,4,4,2,3,3,0.649993,0.605270,0.255689,0.766051,0.443057,0.247693,0.298661,0.773911,0.654307,0.542373,0.685975,0.441606,0.360958,0.523010,0.767730,0.625470,0.782933,0.532104,0.777388,0.268860,0.657345,0.582066
1,1,1,1,5,1,5,5,1,5,0.620925,0.561773,0.048492,0.965661,0.430961,1.000000,0.000000,0.030811,0.032478,0.003182,0.699556,0.555481,0.055250,0.045171,0.592899,0.629861,0.104586,1.000000,0.103774,0.000000,0.000000,0.062971
4,3,5,5,1,4,1,3,2,2,0.421704,0.240773,0.536880,0.032368,0.274613,0.522641,1.000000,0.821786,0.739192,0.270591,0.331669,0.441892,0.703922,0.506135,0.384732,0.519487,1.000000,0.294729,0.764492,0.529011,0.500993,0.658361
5,5,5,5,5,5,5,5,5,5,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1,5,1,1,1,1,1,1,1,1,0.019784,0.034932,1.000000,0.021169,0.619369,0.032486,0.000000,0.025605,0.000000,0.000000,0.070880,0.000000,0.005238,0.294535,0.001928,0.000000,0.069651,0.065656,0.000000,1.000000,0.014628,0.364259
3,3,3,3,2,3,3,3,4,3,0.406012,0.658920,0.504660,0.496161,0.434625,0.509158,0.523867,0.542365,0.637484,0.792958,0.482438,0.373804,0.620473,0.613785,0.510625,0.518639,0.528977,0.501017,0.494271,0.477999,0.645934,0.511762
1,1,1,1,1,1,1,1,1,1,0.008035,0.021071,0.006126,0.006024,0.007879,0.000000,0.003413,0.000000,0.002149,0.038507,0.017304,0.007112,0.007359,0.001976,0.021049,0.003541,0.010988,0.007912,0.011384,0.000000,0.013028,0.000000
4,3,4,3,3,3,4,4,3,3,0.584619,0.616422,0.536689,0.800943,0.553318,0.769305,0.568922,0.710657,0.691282,0.516090,0.690522,0.500208,0.535362,0.488658,0.665390,0.620544,0.746394,0.515831,0.771242,0.521345,0.668374,0.524057
5,1,5,5,1,1,1,1,5,5,0.053881,0.744816,0.036478,0.000000,0.043106,0.000000,0.977656,0.770363,1.000000,1.000000,0.740702,0.417608,1.000000,0.355354,0.000000,1.000000,1.000000,1.000000,0.989403,0.044922,1.000000,0.000000
3,3,4,4,3,3,2,4,3,3,0.546937,0.483356,0.500965,0.250881,0.530295,0.771690,0.796693,0.591553,0.658720,0.533279,0.583601,0.636048,0.667914,0.496350,0.404112,0.530551,0.764799,0.499128,0.507588,0.507686,0.521532,0.548009
1,4,1,3,5,2,2,2,4,4,0.736588,0.665264,0.754542,0.272923,0.853835,0.303782,0.527871,0.113622,0.312310,0.783904,0.629801,0.793425,0.640368,0.629573,0.252866,0.405152,0.043864,0.754473,0.009622,0.810934,0.366073,0.451613
4,5,1,2,1,2,4,1,2,5,0.118987,0.609233,0.986017,0.786007,0.559641,0.000000,0.227322,0.463377,0.094831,0.250481,0.600103,0.107021,0.274926,0.555114,0.560146,0.860779,0.000000,1.000000,0.771347,1.000000,0.574321,0.617420
3,4,2,4,3,3,3,2,3,3,0.550806,0.535632,0.770843,0.492516,0.704113,0.248147,0.808096,0.406837,0.379390,0.514680,0.568875,0.606274,0.635760,0.617166,0.515807,0.531953,0.302678,0.493002,0.561536,0.752714,0.510997,0.612712
2,3,4,3,4,3,4,2,3,2,0.661701,0.575981,0.540878,0.775331,0.644064,0.277535,0.499560,0.465750,0.708653,0.515690,0.497473,0.697756,0.509831,0.513459,0.671924,0.303462,0.744655,0.228054,0.276778,0.524143,0.394434,0.476988
2,4,3,5,4,1,3,3,4,3,0.464431,0.606380,0.776842,0.509339,0.784103,0.475996,1.000000,0.315623,0.627574,0.739655,0.554115,0.889384,0.922941,0.474278,0.284112,0.381364,0.514759,0.509524,0.265055,0.803434,0.506704,0.314767
3,2,1,1,5,5,1,4,3,5,1.000000,0.489400,0.277676,0.009978,0.634326,0.771472,0.037569,0.395031,0.250929,0.524526,0.852625,0.655149,0.209244,0.578060,0.503456,0.701291,0.000000,0.979987,0.512190,0.264927,0.508433,0.730855
3,2,2,3,2,4,4,3,3,3,0.516217,0.583220,0.240397,0.766524,0.301403,0.571237,0.582688,0.466140,0.382516,0.516851,0.484796,0.366932,0.530847,0.519151,0.791202,0.512216,0.270063,0.512272,0.528763,0.262862,0.476798,0.584760
3,4,2,3,2,3,3,3,3,3,0.416827,0.545770,0.810402,0.512187,0.561934,0.492546,0.543317,0.423719,0.374469,0.503473,0.511583,0.360637,0.491179,0.596264,0.515813,0.514628,0.269071,0.501760,0.502243,0.786386,0.554783,0.619855
3,2,3,2,3,2,3,3,4,2,0.433106,0.608145,0.272477,0.544785,0.372287,0.515117,0.326762,0.475569,0.623290,0.739104,0.491459,0.396470,0.515429,0.447932,0.416184,0.380375,0.478154,0.254236,0.523278,0.272814,0.640595,0.288714
2,4,4,2,3,3,2,4,4,2,0.523493,0.489702,0.780102,0.252523,0.686940,0.782305,0.289187,0.509876,0.776789,0.772805,0.408427,0.422561,0.491110,0.685733,0.414228,0.265264,0.772503,0.241158,0.279032,0.763509,0.541938,0.629806
3,3,2,3,2,2,3,3,3,2,0.292095,0.479650,0.524220,0.551717,0.412509,0.508085,0.532000,0.386337,0.335183,0.509442,0.388059,0.356497,0.517886,0.438111,0.391310,0.369338,0.281277,0.248802,0.518951,0.521736,0.520316,0.369784
2,5,2,2,3,3,2,4,3,3,0.549123,0.503015,1.000000,0.282937,0.849853,0.781692,0.283390,0.320469,0.342506,0.490138,0.467760,0.376758,0.370805,0.671975,0.365766,0.402185,0.258608,0.499668,0.259303,1.000000,0.368693,0.655394
3,2,2,3,3,5,3,2,3,5,0.751682,0.638884,0.260868,0.568753,0.378413,0.273391,0.571163,0.516434,0.365987,0.525192,0.697200,0.550753,0.524071,0.583454,0.759019,0.827603,0.275299,1.000000,0.533411,0.264043,0.507457,0.748745
3,4,3,3,3,3,3,3,3,3,0.580525,0.538444,0.771465,0.507877,0.704140,0.508617,0.537248,0.524367,0.515697,0.509183,0.583338,0.532021,0.521904,0.599589,0.525866,0.514699,0.501422,0.513482,0.531313,0.765360,0.540441,0.611098
3,3,1,2,4,4,3,3,2,2,0.801078,0.346752,0.530883,0.540179,0.608056,0.518541,0.298219,0.433275,0.116994,0.242732,0.561224,0.574080,0.249944,0.475665,0.667137,0.360816,0.000000,0.272092,0.477109,0.519633,0.361892,0.718317
3,1,4,3,5,3,3,1,5,2,0.866447,0.692423,0.012438,0.514553,0.436467,0.049030,0.537641,0.644323,0.913234,0.987941,0.622219,0.781560,0.695663,0.511484,0.544423,0.435127,0.766497,0.262229,0.526682,0.029042,0.736944,0.310318
3,3,2,2,3,3,3,3,2,3,0.549998,0.405387,0.568393,0.528195,0.539261,0.532349,0.321364,0.436961,0.272064,0.270526,0.577250,0.381163,0.278387,0.428803,0.499515,0.527955,0.254873,0.510680,0.515400,0.515204,0.391907,0.498820
